ReviewId,SentenceId,Sentence,TargetWordList,OpinionCategoryList,OpinionSubcategoryList,OpinionPolarityList
en_India'sGrill_477960694,en_India'sGrill_477960694:2,Never too crowded and always great service.,"['service', 'NULL']","['SERVICE', 'RESTAURANT']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
en_India'sGrill_477960694,en_India'sGrill_477960694:3,I think I have probably tried each item on their menu at least once it is all excellent.,['menu'],['FOOD'],['QUALITY'],['positive']
en_India'sGrill_477960694,en_India'sGrill_477960694:4,I can highly recommend their various saag and paneer and korma.,"['saag', 'paneer', 'korma']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive']"
en_India'sGrill_477960694,en_India'sGrill_477960694:5,"You routinely see Indian families and friends dining there, which is always a good sign.",['NULL'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
en_India'sGrill_477960694,en_India'sGrill_477960694:6,I appreciate their delivery too.,['delivery'],['SERVICE'],['GENERAL'],['positive']
en_India'sGrill_477960698,en_India'sGrill_477960698:0,Nice food but no spice!,"['food', 'food']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'negative']"
en_India'sGrill_477960698,en_India'sGrill_477960698:1,– I really enjoyed my meal here.,['meal'],['FOOD'],['QUALITY'],['positive']
en_India'sGrill_477960698,en_India'sGrill_477960698:2,"I had yummy lamb korma, saag paneer, samosas, naan, etc.","['lamb korma', 'saag paneer', 'samosas', 'naan']","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive', 'positive']"
en_India'sGrill_477960698,en_India'sGrill_477960698:3,The food was all good but it was way too mild.,"['food', 'food']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'negative']"
en_India'sGrill_477960698,en_India'sGrill_477960698:4,"Normally, places ask how hot you want it, but they didn't.",['NULL'],['SERVICE'],['GENERAL'],['negative']
en_India'sGrill_477960698,en_India'sGrill_477960698:5,I should have thought to bring it up but never expected the food to be that mild.,['food'],['FOOD'],['QUALITY'],['negative']
en_India'sGrill_477960698,en_India'sGrill_477960698:6,I will give them another chance and make sure to tell them to kick it up several notches.,[],[],[],[]
en_India'sGrill_477960698,en_India'sGrill_477960698:7,"The naan was some of the best I've had and I really enjoyed the bhartha, not too tomatoey.","['naan', 'bhartha']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
en_India'sGrill_477960698,en_India'sGrill_477960698:8,"Even the chickpeas, which I normally find too dry, were good.",['chickpeas'],['FOOD'],['QUALITY'],['positive']
en_India'sGrill_477960698,en_India'sGrill_477960698:9,And they packaged everything nicely so it didn't spill.,['NULL'],['SERVICE'],['GENERAL'],['positive']
en_MercedesRestaurant_478010599,en_MercedesRestaurant_478010599:0,awesome find,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_MercedesRestaurant_478010599,en_MercedesRestaurant_478010599:1,"– I don't understand how I was a stranger to this place for so long... the fajita salad, the colorado, the fajitas - EVERYTHING is delicious.","['fajita salad', 'colorado', 'fajitas', 'NULL', 'place']","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'RESTAURANT']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']"
en_MercedesRestaurant_478010599,en_MercedesRestaurant_478010599:2,I love the warm & cosy environment.,['environment'],['AMBIENCE'],['GENERAL'],['positive']
en_MercedesRestaurant_478010599,en_MercedesRestaurant_478010599:3,I just found out that you can have the place to yourself on nights and weekends for a private party - can't wait to celebrate my next birthday there.,['place'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
en_OpenSesame_477970770,en_OpenSesame_477970770:0,"best restaurant in the world, great decor, great customer service, friendly manager","['restaurant', 'decor', 'customer service', 'manager']","['RESTAURANT', 'AMBIENCE', 'SERVICE', 'SERVICE']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['positive', 'positive', 'positive', 'positive']"
en_OpenSesame_477970770,en_OpenSesame_477970770:1,– first of all henrymillionare you dont know a thing about middle eastern food so dont talk.,[],[],[],[]
en_OpenSesame_477970770,en_OpenSesame_477970770:2,"Cry me a river, stop complaining you obviously you have no taste in food.",[],[],[],[]
en_OpenSesame_477970770,en_OpenSesame_477970770:3,i am never disappointed with there food.,['food'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970770,en_OpenSesame_477970770:4,the atmosphere is great.,['atmosphere'],['AMBIENCE'],['GENERAL'],['positive']
en_OpenSesame_477970770,en_OpenSesame_477970770:5,and all you other people that have a problem get some help,[],[],[],[]
en_MercedesRestaurant_478010601,en_MercedesRestaurant_478010601:0,great lunch spot,['lunch spot'],['RESTAURANT'],['GENERAL'],['positive']
en_MercedesRestaurant_478010601,en_MercedesRestaurant_478010601:1,– Great financial district mexican spot.,['mexican spot'],['RESTAURANT'],['GENERAL'],['positive']
en_MercedesRestaurant_478010601,en_MercedesRestaurant_478010601:2,"Always busy, but they are good at seating you promptly and have quick service.","['service', 'NULL']","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['positive', 'positive']"
en_MercedesRestaurant_478010601,en_MercedesRestaurant_478010601:3,"Everything I've had here is good, taco salads, burritos, enchiladas i love this place.","['taco salads', 'burritos', 'enchiladas', 'place', 'NULL']","['FOOD', 'FOOD', 'FOOD', 'RESTAURANT', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'GENERAL', 'QUALITY']","['positive', 'positive', 'positive', 'positive', 'positive']"
en_MercedesRestaurant_478010601,en_MercedesRestaurant_478010601:4,Also have great margaritas!,['margaritas'],['DRINKS'],['QUALITY'],['positive']
en_MercedesRestaurant_478010601,en_MercedesRestaurant_478010601:5,You can order to go if you have to get back to the office too!,['NULL'],['SERVICE'],['GENERAL'],['positive']
en_OpenSesame_477970938,en_OpenSesame_477970938:0,Lebanese Food!Yum!,['Lebanese Food'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970938,en_OpenSesame_477970938:1,"– I've been to Open Sesame only once, but I'm still reeling from the experience!!",['Open Sesame'],['RESTAURANT'],['GENERAL'],['positive']
en_OpenSesame_477970938,en_OpenSesame_477970938:2,The food is simply unforgettable!,['food'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970938,en_OpenSesame_477970938:3,I had the beef kabobs with a side of cucumber yogurt.,[],[],[],[]
en_OpenSesame_477970938,en_OpenSesame_477970938:4,"The presentation of the food was an added bonus, it looked just as great as it tasted!","['food', 'food']","['FOOD', 'FOOD']","['STYLE_OPTIONS', 'QUALITY']","['positive', 'positive']"
en_OpenSesame_477970938,en_OpenSesame_477970938:5,My best friend had the chicken shawarma and she STILL raves about it being the best anywhere!,['chicken shawarma'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970938,en_OpenSesame_477970938:6,Her sister had the baklava for dessert!,[],[],[],[]
en_OpenSesame_477970938,en_OpenSesame_477970938:7,"What a tastly, flaky treat!",['NULL'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970938,en_OpenSesame_477970938:8,The staff are friendly and the decor was ethic and colorful.,"['staff', 'decor']","['SERVICE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['positive', 'positive']"
en_OpenSesame_477970938,en_OpenSesame_477970938:9,GO TO OPEN SESAME!!!,['OPEN SESAME'],['RESTAURANT'],['GENERAL'],['positive']
en_OpenSesame_477970940,en_OpenSesame_477970940:0,Holy Hummus!,['Hummus'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970940,en_OpenSesame_477970940:1,"– The food is here is incredible, though the quality is inconsistent during lunch.","['food', 'lunch']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'negative']"
en_OpenSesame_477970940,en_OpenSesame_477970940:2,"Dinners have always been excellent, in terms of food quality.",['Dinners'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970940,en_OpenSesame_477970940:3,The open sesame combo plate is a bargain for the heap of food given.,"['open sesame combo plate', 'open sesame combo plate']","['FOOD', 'FOOD']","['PRICES', 'STYLE_OPTIONS']","['positive', 'positive']"
en_OpenSesame_477970940,en_OpenSesame_477970940:4,"The side of potatoes is to die for, as is the labne (yogurt dip).","['side of potatoes', 'labne (yogurt dip)']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
en_OpenSesame_477970940,en_OpenSesame_477970940:5,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!","['hummus', 'hummus']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
en_OpenSesame_477970940,en_OpenSesame_477970940:6,The only drawback is the crowded seating and the slow service.,"['seating', 'service']","['RESTAURANT', 'SERVICE']","['MISCELLANEOUS', 'GENERAL']","['negative', 'negative']"
en_OpenSesame_477970940,en_OpenSesame_477970940:7,There have been several occasions when we've just not gotten some side dishes we've ordered.,['NULL'],['SERVICE'],['GENERAL'],['negative']
en_OpenSesame_477970940,en_OpenSesame_477970940:8,"However, this place is a gem, and I won't stop going back.",['place'],['RESTAURANT'],['GENERAL'],['positive']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:0,great beer,['beer'],['DRINKS'],['QUALITY'],['positive']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:1,– My first time to dine at this restaurant was with my son and it was absolutely horrible!,['restaurant'],['RESTAURANT'],['GENERAL'],['negative']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:2,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,['NULL'],['SERVICE'],['GENERAL'],['negative']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:3,I swore never to return for a warm beer and mediocre meal.,"['beer', 'meal']","['DRINKS', 'FOOD']","['QUALITY', 'QUALITY']","['negative', 'negative']"
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:4,"HOWEVER, one Sunday afternoon my husband and I did go (although with my loud protests) and were pleasantly surprised.",['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:5,The band was very good and the service was attentive.,"['band', 'service']","['AMBIENCE', 'SERVICE']","['GENERAL', 'GENERAL']","['positive', 'positive']"
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:6,"Outside in the area between the restaurant and the park, children were running around while their parents sipped wine.",[],[],[],[]
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:7,"We ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good.","['shoe string onions', 'goat cheese pizza', 'grilled asparagus', 'fried brie with fruit']","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive', 'positive']"
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:8,It was like dining at a completely different restaurant.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:9,"We have since returned and also had a great experience, sampling more small plates and a variety of the beer ( cold and good).","['beer', 'NULL']","['DRINKS', 'RESTAURANT']","['QUALITY', 'GENERAL']","['positive', 'positive']"
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:10,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.",['waiter'],['SERVICE'],['GENERAL'],['positive']
en_ParkChaletGardenRestaurant_477778171,en_ParkChaletGardenRestaurant_477778171:11,Sunday afternoons there is a band playing and it is lots of fun.,['band'],['AMBIENCE'],['GENERAL'],['positive']
en_Ray'sBoathouse_477775917,en_Ray'sBoathouse_477775917:0,Seattle's BEST Winelist,['Winelist'],['DRINKS'],['STYLE_OPTIONS'],['positive']
en_Ray'sBoathouse_477775917,en_Ray'sBoathouse_477775917:1,– Ray's (suprisingly) has the city's BEST & most diverse wine list.,['wine list'],['DRINKS'],['STYLE_OPTIONS'],['positive']
en_Ray'sBoathouse_477775917,en_Ray'sBoathouse_477775917:2,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.",['sommelier'],['SERVICE'],['GENERAL'],['positive']
en_Ray'sBoathouse_477775917,en_Ray'sBoathouse_477775917:3,I would go back for the wine experience alone.,['wine'],['DRINKS'],['QUALITY'],['positive']
en_Ray'sBoathouse_477775917,en_Ray'sBoathouse_477775917:4,Nice job!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:0,NOT THE PLACE IT ONCE WAS,['PLACE'],['RESTAURANT'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:1,"– It is sad to see a place that was once ""THE"" place to meet and eat for Bfast or Lunch, now be the place that is a big ""DONT BOTHER.""",['place'],['RESTAURANT'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:2,"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).","['food', 'potions', 'service', 'food']","['FOOD', 'FOOD', 'SERVICE', 'FOOD']","['QUALITY', 'STYLE_OPTIONS', 'GENERAL', 'PRICES']","['negative', 'negative', 'negative', 'negative']"
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:3,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,['owners'],['SERVICE'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:4,"This establishment really made a marked decline after ( and this is recurring story ) the airing of FOOD TELEVISIONS ""DINERS, DRIVE-INS, AND DIVES"" hosted by Guy Fieri, in which Schooner or Later was subject of.",['establishment'],['RESTAURANT'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:5,"Perhaps now, Scooner or Later falls into the ""Dive"" category.",['Scooner or Later'],['RESTAURANT'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:6,This is sad for what once was one of the best places you could ever eat.,['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:7,I hope one day Scooner or Later returns to what it once was.,['Scooner or Later'],['RESTAURANT'],['GENERAL'],['negative']
en_SchoonerOrLater_477965848,en_SchoonerOrLater_477965848:8,"Untill this happens, my advice is to STAY AWAY.",['NULL'],['RESTAURANT'],['GENERAL'],['negative']
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:0,Open & Cool Place with the Best Pizza and Coffee,"['Place', 'Pizza', 'Coffee']","['AMBIENCE', 'FOOD', 'DRINKS']","['GENERAL', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive']"
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:1,– Mioposto has a very creative & delicious pizza menu.,"['pizza menu', 'pizza menu']","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['positive', 'positive']"
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:2,"The coffe is very good, too.",['coffe'],['DRINKS'],['QUALITY'],['positive']
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:3,Great open and friendly ambience.,['ambience'],['AMBIENCE'],['GENERAL'],['positive']
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:4,This place is charming and relaxing.,['place'],['AMBIENCE'],['GENERAL'],['positive']
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:5,The servers behind the counter are always friendly and helpful.,['servers behind the counter'],['SERVICE'],['GENERAL'],['positive']
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:6,It reminds me of those great little restaurants in San Francisco.,[],[],[],[]
en_MiopostoCaffe_478542920,en_MiopostoCaffe_478542920:7,It's a great place to enjoy food and meet friends.,"['food', 'place']","['FOOD', 'RESTAURANT']","['QUALITY', 'MISCELLANEOUS']","['positive', 'positive']"
en_Ray'sBoathouse_477775916,en_Ray'sBoathouse_477775916:0,Old Reliable,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_Ray'sBoathouse_477775916,en_Ray'sBoathouse_477775916:1,– After 12 years in Seattle Ray's rates as the place we always go back to.,"[""Ray's""]",['RESTAURANT'],['GENERAL'],['positive']
en_Ray'sBoathouse_477775916,en_Ray'sBoathouse_477775916:2,"Great food, spectacular location, and friendly service keep us coming back year after year.","['food', 'location', 'service']","['FOOD', 'LOCATION', 'SERVICE']","['QUALITY', 'GENERAL', 'GENERAL']","['positive', 'positive', 'positive']"
en_OpenSesame_477970937,en_OpenSesame_477970937:0,Enjoyed the food,['food'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970937,en_OpenSesame_477970937:1,"– First of all, I am not from Long Beach.",[],[],[],[]
en_OpenSesame_477970937,en_OpenSesame_477970937:2,I was visiting SoCal a couple of months ago when the friend I was visiting decided to take me to this restaurant.,[],[],[],[]
en_OpenSesame_477970937,en_OpenSesame_477970937:3,(She was actually going to take me to another mediterranean restaurant right across the street but they were not open yet even though it was a few minutes past their opening time.),[],[],[],[]
en_OpenSesame_477970937,en_OpenSesame_477970937:4,I liked it.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_OpenSesame_477970937,en_OpenSesame_477970937:5,Food was good and cheap.,"['Food', 'Food']","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['positive', 'positive']"
en_OpenSesame_477970937,en_OpenSesame_477970937:6,I had the kafta plate and I enjoyed it.,['kafta plate'],['FOOD'],['QUALITY'],['positive']
en_OpenSesame_477970937,en_OpenSesame_477970937:7,"It was so much though that I could barely finish but I did, since it was delicious.","['NULL', 'NULL']","['FOOD', 'FOOD']","['STYLE_OPTIONS', 'QUALITY']","['neutral', 'positive']"
en_OpenSesame_477970937,en_OpenSesame_477970937:8,Atmosphere was nice.,['Atmosphere'],['AMBIENCE'],['GENERAL'],['positive']
en_OpenSesame_477970937,en_OpenSesame_477970937:9,"Service was kind of slow, our waitress took forever to give us our check even though it wasn't that busy.","['Service', 'waitress']","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['negative', 'negative']"
en_OpenSesame_477970937,en_OpenSesame_477970937:10,Still I would recommend this place.,['place'],['RESTAURANT'],['GENERAL'],['positive']
en_OpenSesame_477970937,en_OpenSesame_477970937:11,"BTW, I really like Long Beach.",[],[],[],[]
en_OpenSesame_477970937,en_OpenSesame_477970937:12,It was one of the few places in SoCal where you would actually walk around and not have to take a car.,[],[],[],[]
en_PizzeriaBianco_477908895,en_PizzeriaBianco_477908895:0,WOW!!!!!!!!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_PizzeriaBianco_477908895,en_PizzeriaBianco_477908895:1,– IT CANT GET ANY BETTER!!!!!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_PizzeriaBianco_477908895,en_PizzeriaBianco_477908895:2,WHAT ELSE CAN YOU SAY NICE PEOPLE AMAZING FOOD WOW,"['FOOD', 'PEOPLE', 'NULL']","['FOOD', 'SERVICE', 'RESTAURANT']","['QUALITY', 'GENERAL', 'GENERAL']","['positive', 'positive', 'positive']"
en_SchoonerOrLater_477965689,en_SchoonerOrLater_477965689:0,Great food with an awesome atmosphere!,"['food', 'atmosphere']","['FOOD', 'AMBIENCE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
en_SchoonerOrLater_477965689,en_SchoonerOrLater_477965689:1,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.","['Eggs', 'pancakes', 'potatoes', 'fresh fruit', 'yogurt', 'NULL']","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
en_SchoonerOrLater_477965689,en_SchoonerOrLater_477965689:2,"The best place for a leisure Sunday breakfast amidst yachts, then take a stroll through the nearby Farmer's Market.",['place'],['RESTAURANT'],['MISCELLANEOUS'],['positive']
en_BlueRibbonSushi_478218333,en_BlueRibbonSushi_478218333:0,great meal – the fish on the omikase platter was absolutely decadent -- there was none of the stringiness that sometimes accompanies fair sushi -- this fish was perfect!!!!,"['meal', 'fish on the omikase platter']","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['positive', 'positive']"
en_BlueRibbonSushi_478218333,en_BlueRibbonSushi_478218333:1,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",['waitstaff'],['SERVICE'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218333,en_BlueRibbonSushi_478218333:2,and the waiter suggested a perfect sake!!,"['waiter', 'sake']","['SERVICE', 'DRINKS']","['GENERAL', 'QUALITY']","['positive', 'positive']"
en_BlueRibbonSushi_478218333,en_BlueRibbonSushi_478218333:3,absolutely fabulous!!!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218340,en_BlueRibbonSushi_478218340:0,Unbeatable sushi!,['sushi'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218340,en_BlueRibbonSushi_478218340:1,Two thumbs up!,['NULL'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218340,en_BlueRibbonSushi_478218340:2,"I love sushi, and I have eaten it all over the world.",[],[],[],[]
en_BlueRibbonSushi_478218340,en_BlueRibbonSushi_478218340:3,This is right up there with places in Tokyo as far as the freshness is concerned.,['NULL'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218340,en_BlueRibbonSushi_478218340:4,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.","['nigiri', 'sashmi', 'rolls']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive']"
en_BlueRibbonSushi_478218340,en_BlueRibbonSushi_478218340:5,Be sure to try the oyster roll.,['oyster roll'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:0,splendid,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:1,"– How to describe the best sushi in NYC: hmmmm, delicious, amazing, fantastic, suculent, perfect, nah, all of the above.",['sushi'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:2,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",['restaurant'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:3,The best Chuwam Mushi I have ever had.,['Chuwam Mushi'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:4,Perfect on a cold day.,['NULL'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:5,$6 with tip.,['NULL'],['RESTAURANT'],['PRICES'],['positive']
en_BlueRibbonSushi_478218715,en_BlueRibbonSushi_478218715:6,Perfection.,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218518,en_BlueRibbonSushi_478218518:0,"Good Sushi, High Price ","['Sushi', 'Sushi']","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['positive', 'negative']"
en_BlueRibbonSushi_478218518,en_BlueRibbonSushi_478218518:1,One of the best Sushi place in town.,['Sushi place'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218518,en_BlueRibbonSushi_478218518:2,The house special roll is really good.,['house special roll'],['FOOD'],['QUALITY'],['positive']
en_BlueRibbonSushi_478218518,en_BlueRibbonSushi_478218518:3,"On weekends, you might have to wait for couple hours.",['NULL'],['SERVICE'],['GENERAL'],['neutral']
en_BlueRibbonSushi_478218518,en_BlueRibbonSushi_478218518:4,"However, they do take your cellphone numbers so that you can go hang out somewhere else till they call you up on your cellphone.",['NULL'],['SERVICE'],['GENERAL'],['positive']
en_Murphy's_478075041,en_Murphy's_478075041:0,A cozy spot for 2,['spot'],['AMBIENCE'],['GENERAL'],['positive']
en_Murphy's_478075041,en_Murphy's_478075041:1,"– I can't believe Murphy's has been around for over 25 years, amazing.","[""Murphy's""]",['RESTAURANT'],['MISCELLANEOUS'],['positive']
en_Murphy's_478075041,en_Murphy's_478075041:2,"That's a huge compliment, especially in the fickled restaurant business, ...enough already!",['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_Murphy's_478075041,en_Murphy's_478075041:3,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.","['Brunch', 'food', 'egg white omelet']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive']"
en_Murphy's_478075041,en_Murphy's_478075041:4,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,"['spot', 'spot']","['RESTAURANT', 'AMBIENCE']","['MISCELLANEOUS', 'GENERAL']","['positive', 'positive']"
en_Murphy's_478075041,en_Murphy's_478075041:5,Save room for  scrumptious desserts.,['desserts'],['FOOD'],['QUALITY'],['positive']
en_Murphy's_478075041,en_Murphy's_478075041:6,The restaurant offers an extensive wine list and an ambiance you won't forget!,"['wine list', 'ambiance']","['DRINKS', 'AMBIENCE']","['STYLE_OPTIONS', 'GENERAL']","['positive', 'positive']"
en_Murphy's_478075041,en_Murphy's_478075041:7,"I guarantee you won't be disappointed, there's also valet parking.","['NULL', 'NULL']","['RESTAURANT', 'RESTAURANT']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
en_MercedesRestaurant_478010603,en_MercedesRestaurant_478010603:0,Addicting!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_MercedesRestaurant_478010603,en_MercedesRestaurant_478010603:1,– Best Mexican place for lunch in the financial district.,['Mexican place'],['RESTAURANT'],['GENERAL'],['positive']
en_MercedesRestaurant_478010603,en_MercedesRestaurant_478010603:2,Love the enchiladas and chicken soup - and be sure to check out their specials.,"['enchiladas', 'chicken soup', 'specials']","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['positive', 'positive', 'positive']"
en_MercedesRestaurant_478010603,en_MercedesRestaurant_478010603:3,The cooks have been at the restaurant for years and cook family recipes.,['cooks'],['FOOD'],['QUALITY'],['positive']
en_MercedesRestaurant_478010603,en_MercedesRestaurant_478010603:4,"Can get busy on Fridays for a table but once seated, the service is so efficient you can be in and out of there quickly.",['service'],['SERVICE'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218513,en_BlueRibbonSushi_478218513:0,I went there with a friend from out of town... and we were both very impressed!,['NULL'],['RESTAURANT'],['GENERAL'],['positive']
en_BlueRibbonSushi_478218513,en_BlueRibbonSushi_478218513:1,"Went on a Monday night, so there was no wait for a table.",[],[],[],[]
en_BlueRibbonSushi_478218513,en_BlueRibbonSushi_478218513:2,The sushi was excellent and the wait staff was quick.,"['sushi', 'wait staff']","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['positive', 'positive']"
en_BlueRibbonSushi_478218513,en_BlueRibbonSushi_478218513:3,The price was right too.,['NULL'],['RESTAURANT'],['PRICES'],['positive']
en_BlueRibbonSushi_478218513,en_BlueRibbonSushi_478218513:4,The atmosphere was just okay.,['atmosphere'],['AMBIENCE'],['GENERAL'],['neutral']
