ReviewId,SentenceId,Sentence,OpinionCategoryList,OpinionSubcategoryList,OpinionPolarityList
280,280:0,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","['OS', 'OS']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
280,280:1,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","['BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['neutral', 'positive']"
281,281:0,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.","['LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES']","['positive', 'positive']"
281,281:1,Has met or exceeded my needs for a compact travel device.,['LAPTOP'],['PORTABILITY'],['positive']
282,282:0,"So far, so good!",['LAPTOP'],['GENERAL'],['positive']
282,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,"['BATTERY', 'LAPTOP', 'MEMORY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['positive', 'positive', 'neutral']"
282,282:2,I don't understand why only Windows 7 Starter is included.,['OS'],['GENERAL'],['negative']
179,179:0,Strong performance in this device makes use of fun and a strong sense of the era of speed,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
179,179:1,This device serves all modern requirements is a very strong game and is very useful for designers.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
179,179:2,Enjoy that Toshib force and durability unparalleled,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'QUALITY']","['positive', 'positive']"
336,336:0,"Needs longer lasting battery, More than 1 to 2 Hrs.",['BATTERY'],['OPERATION_PERFORMANCE'],['negative']
336,336:1,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.","['MOUSE', 'LAPTOP']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['neutral', 'negative']"
336,336:2,For the use it was purchased for it is a good Laptop.,['LAPTOP'],['GENERAL'],['positive']
336,336:3,Comfterbale to use light easy to transport.,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['USABILITY', 'DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive', 'positive']"
337,337:0,"I love this product because it is Toshiba and its 15.6"".","['LAPTOP', 'LAPTOP', 'COMPANY']","['GENERAL', 'DESIGN_FEATURES', 'GENERAL']","['positive', 'positive', 'positive']"
337,337:1,"It has no camera but, I can always buy and install one easy.",['LAPTOP'],['DESIGN_FEATURES'],['neutral']
337,337:2,"I had a USB connect but, i can't use it because it is not compatible.",['LAPTOP'],['USABILITY'],['negative']
337,337:3,That's the downside for me.,['LAPTOP'],['USABILITY'],['negative']
337,337:4,"But, I would recommend this product.",['LAPTOP'],['GENERAL'],['positive']
340,340:0,Satisfy what I paid for it.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
340,340:1,Good monitor and performed well.,"['DISPLAY', 'LAPTOP']","['GENERAL', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
340,340:2,I am using the external speaker- sound is good.,['MULTIMEDIA_DEVICES'],['QUALITY'],['positive']
340,340:3,Best thing is I can use existing 32 bit old programs.,['LAPTOP'],['USABILITY'],['positive']
340,340:4,I recommend for word processing and internet users.,['LAPTOP'],['MISCELLANEOUS'],['positive']
365,365:0,The Toshiba laptop I am using is easier to use than most I have tried.,[],[],[]
365,365:1,The games included are very good games.,['SOFTWARE'],['GENERAL'],['positive']
365,365:2,I am finding my way around this laptop better than my last one.,[],[],[]
365,365:3,I would highly recommend this one to my friends,['LAPTOP'],['GENERAL'],['positive']
358,358:0,I bought this laptop because of the performance to price ratio.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'PRICE']","['positive', 'positive']"
358,358:1,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",['LAPTOP'],['MISCELLANEOUS'],['positive']
358,358:2,"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'GENERAL']","['neutral', 'positive']"
355,355:0,This computer I used daily nice compact design.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
355,355:1,Excellent speed for processing data.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
355,355:2,And if you are a game player it works with World Of Warcraft wonderfully.,['LAPTOP'],['MISCELLANEOUS'],['positive']
355,355:3,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,[],[],[]
355,355:4,All in all great item highly recommend it.,['LAPTOP'],['GENERAL'],['positive']
353,353:0,Bought it to use mostly for oline classes.,[],[],[]
353,353:1,i would have to say that overall its great!,['LAPTOP'],['GENERAL'],['positive']
353,353:2,"Aside from the trial software and the short battery life, lack of a webcam, its great.","['SOFTWARE', 'BATTERY', 'LAPTOP', 'LAPTOP']","['MISCELLANEOUS', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'GENERAL']","['negative', 'negative', 'negative', 'positive']"
353,353:3,"Fast, great visual!","['LAPTOP', 'DISPLAY']","['OPERATION_PERFORMANCE', 'QUALITY']","['positive', 'positive']"
353,353:4,"Oh yea, has no numeric pad on the side.",['KEYBOARD'],['DESIGN_FEATURES'],['negative']
353,353:5,"I use that alot on my desktop, so I am adjusting to not having it.",[],[],[]
295,295:0,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,"['LAPTOP', 'LAPTOP']","['GENERAL', 'QUALITY']","['positive', 'neutral']"
344,344:0,Sells for the same as a netbook without sacrificing size.,[],[],[]
344,344:1,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'CONNECTIVITY']","['positive', 'positive']"
344,344:2,Great wifi too.,['LAPTOP'],['CONNECTIVITY'],['positive']
344,344:3,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.","['DISPLAY', 'MOUSE']","['QUALITY', 'USABILITY']","['negative', 'neutral']"
345,345:0,Overall for the money this is a good deal.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
345,345:1,There is no number pad to the right of the keyboard which is a bummer.,['KEYBOARD'],['DESIGN_FEATURES'],['negative']
345,345:2,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['GENERAL', 'QUALITY']","['negative', 'negative']"
345,345:3,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.","['KEYBOARD', 'LAPTOP']","['GENERAL', 'QUALITY']","['neutral', 'negative']"
341,341:0,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.","['LAPTOP', 'LAPTOP', 'OS']","['GENERAL', 'DESIGN_FEATURES', 'GENERAL']","['positive', 'positive', 'positive']"
341,341:1,"The battery life has not decreased since I bought it, so i'm thrilled with that.","['BATTERY', 'BATTERY']","['OPERATION_PERFORMANCE', 'QUALITY']","['positive', 'positive']"
341,341:2,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'QUALITY']","['positive', 'positive']"
341,341:3,I would easly reccomend this laptop to a friend.,['LAPTOP'],['GENERAL'],['positive']
334,334:0,Couldnt not use it.,['LAPTOP'],['USABILITY'],['negative']
334,334:1,Tried to make a recovey disk wouldnt get passed the first recovery disk.,['LAPTOP'],['USABILITY'],['negative']
334,334:2,defective software.,['SOFTWARE'],['QUALITY'],['negative']
334,334:3,returned it to walmart.,['LAPTOP'],['GENERAL'],['negative']
334,334:4,This was the second computer and brand bought that day.,[],[],[]
327,327:0,I would like to have volume buttons rather than the adjustment that is on the front.,['LAPTOP'],['DESIGN_FEATURES'],['negative']
327,327:1,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,['MOUSE'],['OPERATION_PERFORMANCE'],['negative']
327,327:2,I went to Toshiba online help and found some suggestions to fix it.,['SUPPORT'],['QUALITY'],['positive']
327,327:3,One of them seems to have worked.,['SUPPORT'],['QUALITY'],['positive']
329,329:0,Its a good laptop for its value.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
329,329:1,Registration/1st use is easy.,['LAPTOP'],['USABILITY'],['positive']
329,329:2,Features like the font are very block-like and old school.,['LAPTOP'],['DESIGN_FEATURES'],['negative']
329,329:3,"Would like more trendy, high tech features.",['LAPTOP'],['DESIGN_FEATURES'],['negative']
329,329:4,The start menu is not the easiest thing to navigate due to the stacking.,['OS'],['USABILITY'],['negative']
329,329:5,Keys stick periodically and I havent had the laptop for 45 days yet.,"['KEYBOARD', 'KEYBOARD']","['OPERATION_PERFORMANCE', 'QUALITY']","['negative', 'negative']"
329,329:6,Came fully loaded - good.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
329,329:7,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
333,333:0,I'm really impressed with the quality and performance for the price of the computer.,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE', 'PRICE']","['positive', 'positive', 'neutral']"
333,333:1,"Graphics are clean and sharp, internet interfaces are seamless.","['GRAPHICS', 'LAPTOP']","['QUALITY', 'CONNECTIVITY']","['positive', 'positive']"
333,333:2,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.","['LAPTOP', 'MEMORY']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['negative', 'neutral']"
333,333:3,Sound card is limited though.,['MULTIMEDIA_DEVICES'],['DESIGN_FEATURES'],['negative']
5,5:0,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive']"
5,5:1,It is small enough to fit in one of my purses!,['LAPTOP'],['DESIGN_FEATURES'],['positive']
5,5:2,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.","['OS', 'OS']","['GENERAL', 'USABILITY']","['positive', 'neutral']"
5,5:3,"The battery life is amazing, the versitility is outstanding.","['BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'USABILITY']","['positive', 'positive']"
5,5:4,The ease of set up was terrific.,['LAPTOP'],['USABILITY'],['positive']
5,5:5,I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.,['LAPTOP'],['USABILITY'],['positive']
5,5:6,"I had to adjust my mousepad sensitivity, because it is very sensitive.",['MOUSE'],['OPERATION_PERFORMANCE'],['negative']
5,5:7,"Keyboard is great, very quiet for all the typing that I do.","['KEYBOARD', 'KEYBOARD']","['GENERAL', 'QUALITY']","['positive', 'positive']"
5,5:8,"Screen is crystal clear, yes it's small - but it's a netbook!","['DISPLAY', 'DISPLAY']","['QUALITY', 'DESIGN_FEATURES']","['positive', 'neutral']"
47,47:0,Awesome laptop and the perfect size to carry around in college.,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive', 'positive']"
47,47:1,I couldn't believe how long the battery lasted on a single charge.,['BATTERY'],['OPERATION_PERFORMANCE'],['positive']
47,47:2,I loaded windows 7 via Bootcamp and it works flawlessly!,['OS'],['OPERATION_PERFORMANCE'],['positive']
47,47:3,Simply amazing computer!!,['LAPTOP'],['GENERAL'],['positive']
46,46:0,"I really like the Mac 15.4in. Notebook, but its very pricey.","['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'negative']"
46,46:1,"Heck, I like all Mac computers, but they're all WAY too pricey for the kind of economy the U.S. is going through.",[],[],[]
46,46:2,"Love the graphics, awesome programs (including Garageband), and really cool default background.","['GRAPHICS', 'LAPTOP', 'SOFTWARE']","['GENERAL', 'DESIGN_FEATURES', 'GENERAL']","['positive', 'positive', 'positive']"
46,46:3,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",['LAPTOP'],['PRICE'],['negative']
298,298:0,"Waiting for the i7 was well worth it, great value for the price.","['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
298,298:1,"Bigger HD, better graphics card, and a bid HD.","['HARD_DISC', 'GRAPHICS']","['DESIGN_FEATURES', 'GENERAL']","['positive', 'positive']"
298,298:2,There is nothing to complain about the system.,['LAPTOP'],['GENERAL'],['positive']
298,298:3,I have used PC's and converting to this MacBook Pro was easy.,['LAPTOP'],['USABILITY'],['positive']
298,298:4,If you have the money I suggest going for the i7.,['LAPTOP'],['GENERAL'],['positive']
393,393:0,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.,[],[],[]
393,393:1,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",[],[],[]
393,393:2,I occassionaly use it for work via VPN and it has not given me any problems.,['LAPTOP'],['MISCELLANEOUS'],['positive']
393,393:3,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.","['DISPLAY', 'DISPLAY', 'KEYBOARD', 'LAPTOP']","['GENERAL', 'QUALITY', 'QUALITY', 'DESIGN_FEATURES']","['positive', 'positive', 'positive', 'positive']"
393,393:4,I consider myself an average user and this computer serves my need.,['LAPTOP'],['GENERAL'],['positive']
393,393:5,The price is another driving influence that made me purchase this laptop.,['LAPTOP'],['PRICE'],['positive']
393,393:6,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['QUALITY', 'DESIGN_FEATURES', 'PRICE']","['positive', 'positive', 'positive']"
393,393:7,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,['LAPTOP'],['GENERAL'],['positive']
393,393:8,another satisfied customer.,['LAPTOP'],['GENERAL'],['positive']
201,201:0,The apple MacBook is the best investment that I have ever made.,['LAPTOP'],['GENERAL'],['positive']
201,201:1,I previously owned a Toshiba and it only lasted about 2 years.,[],[],[]
201,201:2,The newer MacBook that I have purchased is one of the best computers.,['LAPTOP'],['GENERAL'],['positive']
201,201:3,I am a college student and it has been very useful.,['LAPTOP'],['MISCELLANEOUS'],['positive']
201,201:4,It has all the features that are necessary for college and if not they are able to be added onto the computer.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY']","['positive', 'positive']"
201,201:5,It has a lot of memory and a great battery life.,"['MEMORY', 'BATTERY']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
201,201:6,It is sleek and lightweight and charges quickly when needed.,"['LAPTOP', 'BATTERY']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
201,201:7,Its white color is stylish for college students and easy to take to carry and take to classes.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive']"
201,201:8,Iphoto is great for adding pictures right to facebook and other social networking sites.,['SOFTWARE'],['MISCELLANEOUS'],['positive']
201,201:9,The internet capabilities are also very strong and picks up signals very easily.,['LAPTOP'],['CONNECTIVITY'],['positive']
274,274:0,I have owned macbook pros since 2005 and this is the best yet!,[],[],[]
274,274:1,I have had no problems with it unlike some hardware defects on past models.,[],[],[]
274,274:2,I have never had to shut down the computer unexpectedly and the computer has never froze on me.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
274,274:3,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","['DISPLAY', 'KEYBOARD']","['QUALITY', 'USABILITY']","['positive', 'positive']"
274,274:4,"Navigation through the computer is far superior compared to Windows operating systems, as well.",[],[],[]
274,274:5,"Overall, this is a wonderful computer and definitly worth the purchase!",['LAPTOP'],['GENERAL'],['positive']
262,262:0,The graphics are stunning.,['GRAPHICS'],['GENERAL'],['positive']
262,262:1,It's wonderful for computer gaming.,['LAPTOP'],['MISCELLANEOUS'],['positive']
262,262:2,I would definitely suggest this laptop!,['LAPTOP'],['GENERAL'],['positive']
262,262:3,It is very user friendly and not hard to figure out at all.,['LAPTOP'],['USABILITY'],['positive']
262,262:4,"It has many great programs, such as ILife, iPhotos and others.","['LAPTOP', 'SOFTWARE']","['DESIGN_FEATURES', 'GENERAL']","['positive', 'positive']"
262,262:5,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,['SOFTWARE'],['USABILITY'],['positive']
262,262:6,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.","['SOFTWARE', 'SOFTWARE']","['DESIGN_FEATURES', 'USABILITY']","['positive', 'positive']"
262,262:7,This comes in very handy for me as an educator.,['SOFTWARE'],['USABILITY'],['positive']
262,262:8,iPhotos is an excellent program for storing and organizing photos.,['SOFTWARE'],['MISCELLANEOUS'],['positive']
262,262:9,It allows you to automatically upload photos to your Facebook account with one click.,['SOFTWARE'],['USABILITY'],['positive']
262,262:10,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",['SOFTWARE'],['DESIGN_FEATURES'],['positive']
262,262:11,"If you are looking for something reliable, this is the laptop for you.",['LAPTOP'],['QUALITY'],['positive']
262,262:12,"Even though it is much more expensive than many PC laptops, it is worth the price.",[],[],[]
231,231:0,This computer was awful!,['LAPTOP'],['GENERAL'],['negative']
231,231:1,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,"['COMPANY', 'LAPTOP', 'SUPPORT']","['GENERAL', 'OPERATION_PERFORMANCE', 'QUALITY']","['negative', 'negative', 'negative']"
231,231:2,The computer first started malfunctioning 3 months after purchasing it.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'QUALITY']","['negative', 'negative']"
231,231:3,It does not keep internet signals no matter where you bring it.,['LAPTOP'],['CONNECTIVITY'],['negative']
231,231:4,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.","['OS', 'OS']","['QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
231,231:5,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",['SUPPORT'],['QUALITY'],['negative']
231,231:6,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",['LAPTOP'],['QUALITY'],['negative']
231,231:7,"This computer was awful, I would never recomend it to another person.",['LAPTOP'],['GENERAL'],['negative']
231,231:8,Those moments in thime where you want to throw something against the wall?,['LAPTOP'],['GENERAL'],['negative']
231,231:9,"Yeah, I wanted to throw that lap top out the window and light it on fire.",['LAPTOP'],['GENERAL'],['negative']
231,231:10,That's how frustrating it was.,['LAPTOP'],['GENERAL'],['negative']
379,379:0,"It is so simple to use, I use it more than my desktop.",['LAPTOP'],['USABILITY'],['positive']
379,379:1,"It is well worth the money it cost, Very good investment.","['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'positive']"
37,37:0,The new Macbook Pro 15 inch i7 is nothing short of amazing.,['LAPTOP'],['GENERAL'],['positive']
37,37:1,The speed is incredible and I am more than satisfied.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
37,37:2,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",[],[],[]
320,320:0,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",[],[],[]
320,320:1,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,"['LAPTOP', 'LAPTOP']","['QUALITY', 'GENERAL']","['negative', 'negative']"
320,320:2,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,['COMPANY'],['GENERAL'],['negative']
320,320:3,WILL NOT EVERY BUY ANOTHER--------LOU,['LAPTOP'],['GENERAL'],['negative']
319,319:0,This is a great value for the money.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
319,319:1,We purchased this as a back up computer after our more expensive HP needed to be repaired.,[],[],[]
319,319:2,This is a great computer.,['LAPTOP'],['GENERAL'],['positive']
319,319:3,We haven't had any problems with it at all.,['LAPTOP'],['GENERAL'],['positive']
319,319:4,The body is a bit cheaply made so it will be interesting to see how long it holds up.,['LAPTOP'],['QUALITY'],['negative']
319,319:5,"Overall though, for the money spent it's a great deal.","['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'positive']"
307,307:0,I still see the benefits of a PC when I do not know how to do something on my mac.,[],[],[]
307,307:1,"But let me tell you, the mac book pro is so professional.",['LAPTOP'],['GENERAL'],['positive']
307,307:2,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES']","['positive', 'positive']"
307,307:3,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",['DISPLAY'],['DESIGN_FEATURES'],['positive']
307,307:4,The keyboard is like no other laptop keyboard.,[],[],[]
307,307:5,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"['KEYBOARD', 'KEYBOARD', 'KEYBOARD']","['USABILITY', 'QUALITY', 'DESIGN_FEATURES']","['positive', 'positive', 'positive']"
307,307:6,"Oh, it is such a great piece of equipment.",['LAPTOP'],['GENERAL'],['positive']
307,307:7,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",[],[],[]
307,307:8,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","['SOFTWARE', 'SOFTWARE', 'SOFTWARE']","['USABILITY', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['positive', 'neutral', 'neutral']"
307,307:9,Having someone give you a quick tour of how to's is the best.,[],[],[]
307,307:10,So you don't get frustrated the first few weeks.,[],[],[]
306,306:0,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive']"
306,306:1,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,['BATTERY'],['OPERATION_PERFORMANCE'],['positive']
306,306:2,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","['LAPTOP', 'LAPTOP']","['USABILITY', 'OPERATION_PERFORMANCE']","['neutral', 'positive']"
306,306:3,"I play a lot of casual games online, and the touchpad is very responsive.",['MOUSE'],['OPERATION_PERFORMANCE'],['positive']
306,306:4,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",[],[],[]
306,306:5,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['PORTABILITY', 'OPERATION_PERFORMANCE', 'MISCELLANEOUS']","['positive', 'positive', 'positive']"
306,306:6,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,['DISPLAY'],['DESIGN_FEATURES'],['negative']
306,306:7,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,['SOFTWARE'],['DESIGN_FEATURES'],['neutral']
3,3:0,I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.,[],[],[]
3,3:1,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",[],[],[]
3,3:2,Everything from the design to the OS is simple and to the point.,"['LAPTOP', 'OS', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY', 'USABILITY']","['positive', 'positive', 'positive']"
3,3:3,LOVE IT LOVE IT LOVE IT!,['LAPTOP'],['GENERAL'],['positive']
312,312:0,It really is perfect for work and play.,['LAPTOP'],['MISCELLANEOUS'],['positive']
312,312:1,I am able to play 720p and 1080p media files just fine with it.,['LAPTOP'],['MISCELLANEOUS'],['positive']
312,312:2,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,"['LAPTOP', 'BATTERY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
312,312:3,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",['MULTIMEDIA_DEVICES'],['QUALITY'],['negative']
312,312:4,"I upgraded it's RAM to 2GB, I am very happy with it.","['LAPTOP', 'MEMORY']","['GENERAL', 'DESIGN_FEATURES']","['positive', 'neutral']"
390,390:0,lots of preloaded software.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
390,390:1,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.","['MEMORY', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
390,390:2,"tosiba has a good reputation, my llast computer was an acer.",['COMPANY'],['GENERAL'],['positive']
390,390:3,this is starting off good.,['LAPTOP'],['GENERAL'],['positive']
389,389:0,What a great little laptop.,['LAPTOP'],['GENERAL'],['positive']
389,389:1,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['neutral', 'positive']"
389,389:2,I bought it to use in college and it is perfect.,['LAPTOP'],['MISCELLANEOUS'],['positive']
389,389:3,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
389,389:4,I made a perfect decision when I bought the Toshiba!,"['LAPTOP', 'COMPANY']","['GENERAL', 'GENERAL']","['positive', 'positive']"
370,370:0,Excellent product for the money.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
370,370:1,"No problems, no lock ups, no disappointments.","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['positive', 'positive']"
370,370:2,"Not super fancy, but not super expensive either.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PRICE']","['neutral', 'neutral']"
370,370:3,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",[],[],[]
370,370:4,Highly recommend for daily use.,['LAPTOP'],['MISCELLANEOUS'],['positive']
370,370:5,"We now own two of these, identical.",[],[],[]
115,115:0,As an owner of a Toshiba Satalite laptop computer things you should know before you buy.,[],[],[]
115,115:1,The Computer itself is a good product but the repair depot stinks.,"['LAPTOP', 'SUPPORT']","['GENERAL', 'QUALITY']","['positive', 'negative']"
115,115:2,I have had to send in my laptop three times to get it fixed.,['SUPPORT'],['QUALITY'],['negative']
115,115:3,Two of the times was in one month.,[],[],[]
115,115:4,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,[],[],[]
115,115:5,Toshiba does not send any one out unless you have paid extra to have the on site repair done.,['SUPPORT'],['QUALITY'],['negative']
115,115:6,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,['SUPPORT'],['QUALITY'],['negative']
115,115:7,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,"['KEYBOARD', 'KEYBOARD']","['QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
115,115:8,As well as having the plug in the computer come loose.,['POWER_SUPPLY'],['QUALITY'],['negative']
115,115:9,This has happened three times so far.,[],[],[]
115,115:10,Two times with in one month.,[],[],[]
115,115:11,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",[],[],[]
115,115:12,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,['POWER_SUPPLY'],['QUALITY'],['negative']
